,part_of_speech,synonyms
7625,verb,"{'sparge': 1.520617612924651e-08, 'besprinkle': 2.0719053006947545e-08, 'sprinkle': 1.2780837277327187e-06}"
7626,verb,"{'spear up': 2.1040549380637845e-09, 'spear': 5.068275602962349e-06}"
7627,verb,"{'speckle': 1.366562530796739e-07, 'bespeckle': 3.332278327270095e-10, 'stipple': 8.760070667852667e-08}"
7628,verb,"{'race': 5.324117052320313e-05, 'speed': 4.9609800134399484e-05, 'bucket along': 1.3076069594845311e-09, 'speed up': 9.17771953820729e-07, 'zip': 4.4379358164937447e-07, 'accelerate': 2.5705131322873657e-06, 'step on it': 2.4686215611861773e-08, 'belt along': 4.916669086937681e-08, 'cannonball along': 1.6135595268002494e-11, 'quicken': 1.2572324191123271e-06, 'pelt along': 3.1579292228838486e-10, 'travel rapidly': 9.928240151774442e-09, 'hotfoot': 9.904552343925264e-09, 'hurry': 7.455351591561422e-06, 'rush along': 2.777639858741252e-08, 'hie': 1.5177446544009035e-06, 'hasten': 4.937313243205263e-06, 'rush': 9.831000964637e-06}"
7629,verb,"{'speed skating': 1.0586431555441238e-08, 'speed skate': 2.0633285591912368e-10}"
7630,verb,"{'whirl': 1.3177366187788607e-06, 'birl': 4.448541576523737e-09, 'gyrate': 4.2201842163390993e-08, 'reel': 2.7328633582262166e-06, 'spin around': 3.5837473479474806e-08, 'spin out': 9.707196452071994e-08, 'spin': 5.9380644384803066e-06, 'twirl': 1.6404746754198553e-07}"
7631,verb,"{'whirl': 1.3177366187788607e-06, 'spin out': 9.707196452071994e-08, 'birl': 4.448541576523737e-09, 'gyrate': 4.2201842163390993e-08, 'reel': 2.7328633582262166e-06, 'spin around': 3.5837473479474806e-08, 'spinning': 5.420219933708638e-06, 'spin': 5.9380644384803066e-06, 'twirl': 1.6404746754198553e-07}"
7632,verb,"{'spirit': 0.00011458459706320499, 'spirit up': 3.738702127069694e-08, 'inspirit': 7.567271830002274e-08}"
7633,verb,"{'spirit': 0.00011458459706320499, 'spirit up': 3.738702127069694e-08, 'spirits': 3.097622135707452e-05, 'inspirit': 7.567271830002274e-08}"
7634,verb,"{'spirt': 4.306162159241641e-08, 'forge': 2.5183129911608515e-06, 'gush': 6.969775926003111e-07, 'spout': 1.4308739195330502e-06, 'spurt': 4.491284938488266e-07}"
7635,verb,"{'break away': 4.948244241767599e-07, 'sliver': 4.0384059922689545e-07, 'splintering': 1.7189326186083141e-07, 'splinter': 5.860711210019262e-07, 'secede': 3.713347544213169e-07}"
7636,verb,"{'break away': 4.948244241767599e-07, 'sliver': 4.0384059922689545e-07, 'splinter': 5.860711210019262e-07, 'secede': 3.713347544213169e-07, 'splinters': 6.39937049619148e-07}"
7637,verb,"{'divorce': 1.0768936096162205e-05, 'split up': 7.428426768621342e-07, 'fall apart': 2.0734879220789614e-07, 'split': 1.1924498195757027e-05, 'come apart': 6.123909422603856e-08, 'divide': 1.4860998212064998e-05, 'break up': 2.3899180366606636e-06, 'dissever': 8.02680843752216e-08, 'break': 4.210140360413928e-05, 'carve up': 1.9702236981529622e-08, 'separate': 7.604141169658803e-05, 'part': 0.0005998438830749867}"
7638,verb,"{'fling': 1.6864029293689877e-06, 'splurge': 5.8002310602904365e-08}"
7639,verb,"{'spit out': 1.0574917245932494e-07, 'splutter': 6.371666796623895e-08, 'sputter': 1.7641473654958145e-07}"
7640,verb,"{'descry': 4.509675000843546e-07, 'blot': 1.9444241526652892e-06, 'spot': 4.275959123857094e-05, 'spotting': 6.525243009913811e-07, 'spy': 3.3519990576926588e-06, 'espy': 2.060319247662723e-07, 'distinguish': 1.8629825251527285e-05, 'fleck': 8.711546305896495e-08, 'blob': 1.4283453013495856e-07, 'pick out': 1.0603174454996712e-06, 'discern': 4.930473635306153e-06, 'recognize': 2.156978352494025e-05, 'make out': 4.538927167136555e-06, 'blemish': 1.2163658915973644e-06, 'tell apart': 1.2296656015156002e-08, 'recognise': 6.031103218850317e-06}"
7641,verb,"{'spirt': 4.306162159241641e-08, 'gush': 6.969775926003111e-07, 'jabber': 6.857217963564312e-08, 'rant': 8.003557928070605e-07, 'mouth off': 1.3941524335944072e-08, 'spout': 1.4308739195330502e-06, 'rave': 6.562079069270998e-07, 'spurt': 4.491284938488266e-07, 'rabbit on': 2.065890244431674e-08}"
7642,verb,"{'sprawl': 2.952270803273534e-07, 'straggle': 1.3828594011072652e-07}"
7643,verb,"{'spraying': 3.3056336000409702e-06, 'spray': 8.25780314888533e-06}"
7644,verb,"{'spurring': 2.7441462757322964e-07, 'goad': 4.2640554789835077e-07, 'spur': 4.6569876680311e-06}"
7645,verb,"{'struggle': 2.9083342580783676e-05, 'shinny': 2.405978439328292e-08, 'splutter': 6.371666796623895e-08, 'spit out': 1.0574917245932494e-07, 'clamber': 2.2807142202562973e-07, 'shin': 5.258305665564865e-07, 'sputter': 1.7641473654958145e-07, 'scramble': 1.102618093237613e-06, 'skin': 4.289911818672472e-05}"
7646,verb,"{'struggle': 2.9083342580783676e-05, 'skin': 4.289911818672472e-05, 'shinny': 2.405978439328292e-08, 'spit out': 1.0574917245932494e-07, 'clamber': 2.2807142202562973e-07, 'shin': 5.258305665564865e-07, 'sputter': 1.7641473654958145e-07, 'sputtering': 5.087049682565912e-07, 'splutter': 6.371666796623895e-08, 'scramble': 1.102618093237613e-06}"
7647,verb,"{'descry': 4.509675000843546e-07, 'sleuth': 8.760006449093456e-08, 'spot': 4.275959123857094e-05, 'spy': 3.3519990576926588e-06, 'espy': 2.060319247662723e-07, 'snoop': 4.2045520444022106e-08, 'sight': 5.948671570203928e-05, 'stag': 1.6150023681915551e-06}"
7648,verb,"{'crush': 3.964330001861024e-06, 'quench': 1.6634954730716546e-06, 'slosh': 4.037148521924944e-08, 'squash': 9.366235681210644e-07, 'mash': 1.2383688835648108e-06, 'splash': 1.1299212922534934e-06, 'squish': 2.213322342763059e-08, 'slop': 4.816075310066246e-07, 'splosh': 2.9621854620419997e-09, 'squeeze': 2.287268104290331e-06, 'quell': 9.383186013579909e-07, 'squelch': 7.911999548889965e-08}"
7649,verb,"{'cringe': 2.4059612959019303e-07, 'squint': 4.972340653322297e-07, 'recoil': 1.6869550603581496e-06, 'wince': 2.9236613169927833e-07, 'shrink': 4.194111665137592e-06, 'flinch': 3.5169004676594484e-07, 'quail': 1.3833018855889517e-06, 'funk': 3.4815231343380457e-07, 'squinch': 8.094458598152818e-09}"
7650,satellite,"{'squint-eyed': 2.13991525112029e-08, 'squint': 4.972340653322297e-07, 'askant': 1.7611738088569932e-08, 'asquint': 1.6158291696632108e-08, 'askance': 4.2474986953168686e-07, 'squinty': 1.1489085300707986e-08, 'squinter': 3.3550089430252297e-09, 'sidelong': 2.649286220818547e-07}"
7651,verb,"{'staining': 2.834223939433881e-06, 'defile': 1.4936368741241375e-06, 'maculate': 3.841613906277764e-08, 'tarnish': 4.625088848477635e-07, 'sully': 4.1591943109999704e-07, 'stain': 5.560014251155437e-06}"
7652,verb,"{'jeopardize': 7.813572626893807e-07, 'game': 3.6431984322971924e-05, 'punt': 3.2726181859331356e-07, 'venture': 1.881573293842916e-05, 'stake': 7.923896434552564e-06, 'impale': 7.671112035752348e-08, 'bet on': 2.4088953295598095e-07, 'back': 0.00027426838523224366, 'post': 6.920041546562538e-05, 'hazard': 1.018929564238178e-05, 'adventure': 8.202780876213789e-06, 'gage': 4.6142159528559e-06}"
7653,verb,"{'tell': 0.00011382606360129379, 'posit': 4.4521383392831294e-07, 'express': 5.614653998921539e-05, 'submit': 3.242486053764107e-05, 'say': 0.00034937140947228964, 'state': 0.0004247228628627579, 'put forward': 4.213261612705748e-06}"
7654,verb,"{'send': 6.287473302774382e-05, 'place': 0.00045174336495360255, 'post': 6.920041546562538e-05, 'station': 6.19761492364127e-05}"
7655,verb,"{'send': 6.287473302774382e-05, 'station': 6.19761492364127e-05, 'place': 0.00045174336495360255, 'post': 6.920041546562538e-05, 'stations': 3.267983558791135e-05}"
7656,verb,"{'stave': 8.359057058597492e-07, 'stave in': 1.3764047637352979e-08}"
7657,verb,"{'pace': 1.1811831776231761e-05, 'mistreat': 4.690198681817108e-08, 'maltreat': 8.599312311377044e-08, 'step': 6.030143890321986e-05, 'ill-treat': 6.697970036053839e-08, 'ill-use': 2.187179733327124e-08, 'abuse': 1.9848800646609548e-05, 'tread': 5.623060304006699e-06}"
7658,verb,"{'pace': 1.1811831776231761e-05, 'mistreat': 4.690198681817108e-08, 'maltreat': 8.599312311377044e-08, 'step': 6.030143890321986e-05, 'ill-treat': 6.697970036053839e-08, 'ill-use': 2.187179733327124e-08, 'steps': 4.750314001470057e-05, 'abuse': 1.9848800646609548e-05, 'tread': 5.623060304006699e-06}"
7659,verb,"{'grizzle': 3.049975189078158e-08, 'grudge': 1.4234167696972358e-06, 'brood': 4.262180351759565e-06, 'stew': 1.2228184209697075e-06}"
7660,verb,"{'stewing': 1.7855375602856424e-07, 'brood': 4.262180351759565e-06, 'grizzle': 3.049975189078158e-08, 'stew': 1.2228184209697075e-06, 'grudge': 1.4234167696972358e-06}"
7661,verb,"{'carry': 8.139125679347035e-05, 'stockpile': 6.624882700612546e-07, 'stock': 0.00011900777041246244}"
7662,verb,"{'stockpiling': 2.504547427472608e-07, 'carry': 8.139125679347035e-05, 'stockpile': 6.624882700612546e-07, 'stock': 0.00011900777041246244}"
7663,verb,"{'stocks': 1.9369734027113977e-05, 'sprout': 7.878705292132036e-07, 'carry': 8.139125679347035e-05, 'stock up': 1.2693608967997608e-07, 'stock': 0.00011900777041246244, 'stockpile': 6.624882700612546e-07, 'buy in': 4.5840195521410243e-07}"
7664,verb,"{'stole': 4.3346482409728195e-06, 'steal': 5.677422927008242e-06, 'slip': 1.145410368618479e-05}"
7665,verb,"{'stamp': 1.1777395312296567e-05, 'stomp': 8.610212041167737e-08, 'stump': 2.706995613871717e-06}"
7666,satellite,"{'stoner': 1.2777300397978391e-08, 'stone': 6.679796646411966e-05}"
7667,verb,"{'stonewalling': 2.2589859374613546e-08, 'stonewall': 2.9277760486818772e-08}"
7668,verb,"{'stoning': 2.399344507730204e-07, 'stone': 6.679796646411966e-05, 'lapidate': 7.725357677104543e-10, 'pit': 1.216178214734738e-05}"
7669,verb,"{'stopple': 3.8705617967071316e-08, 'stopper': 1.2548283674513613e-06}"
7670,verb,"{'lay off': 5.748162515491575e-07, 'turn back': 1.2562796880093506e-06, 'give up': 9.894305718248548e-06, 'finish': 1.5473154614977186e-05, 'stop over': 5.996568191500757e-08, 'hold on': 3.2947100356332178e-06, 'terminate': 8.148082961223368e-06, 'break': 4.210140360413928e-05, 'arrest': 1.8256652747515852e-05, 'break off': 1.0235898674643835e-06, 'kibosh': 8.807654888779136e-09, 'hold back': 6.021613075294158e-07, 'check': 3.818368817535261e-05, 'stop': 4.575989202815976e-05, 'bar': 4.816425689553111e-05, 'halt': 4.942375915840126e-06, 'end': 0.0002912168721122253, 'block up': 2.0974682541511264e-07, 'block': 2.7531154306338514e-05, 'stopping': 8.693878324445953e-06, 'intercept': 2.343661477928463e-06, 'quit': 1.1774264679955526e-05, 'blockade': 4.317454984893669e-06, 'contain': 5.2391817351046695e-05, 'barricade': 5.540241915118703e-07, 'block off': 4.3352459924352676e-08, 'cease': 1.9848906668966122e-05, 'discontinue': 2.5921518314094166e-06}"
7671,satellite,"{'stray': 3.2075977224707597e-06, 'isolated': 1.8440678260233947e-05, 'strayer': 2.091767936256074e-09}"
7672,verb,"{'swarm': 2.5714580535549083e-06, 'rain cats and dogs': 2.790924911644135e-09, 'well out': 4.76791223250429e-07, 'stream': 4.211339078492097e-05, 'teem': 3.796699817434854e-07, 'pullulate': 8.166557343976821e-09, 'rain buckets': 2.4924382219832747e-10, 'pelt': 4.1156788489006765e-07, 'pour': 1.1586518659416341e-05}"
7673,verb,"{'strengthen': 1.0398176753446402e-05, 'strengthening': 5.92938436915814e-06, 'tone': 3.2216058250577625e-05, 'fortify': 1.4538318426566359e-06, 'tone up': 3.16612030862631e-08, 'beef up': 4.0045042248677e-08}"
7674,verb,"{'accent': 4.73066662843612e-06, 'accentuate': 4.438948056967486e-07, 'try': 5.2535098226160086e-05, 'punctuate': 1.2816016534318556e-07, 'emphasize': 6.513986670025516e-06, 'emphasise': 9.986154684806182e-07, 'stress': 2.940334034574394e-05, 'strain': 2.3132088168195883e-05}"
7675,verb,"{'discase': 5.351851862098179e-08, 'unclothe': 8.057767751014992e-09, 'reave': 2.8935195762872018e-08, 'deprive': 7.992199995972749e-06, 'uncase': 1.3862410414694187e-08, 'pillage': 1.235985143644591e-06, 'plunder': 5.0566780385526445e-06, 'clean': 3.0424352422528984e-05, 'undress': 5.918845015887324e-07, 'leach': 4.1980269143247253e-07, 'foray': 3.287156127398421e-07, 'dismantle': 3.554585231937885e-07, 'disrobe': 6.066838760866054e-08, 'stripping': 2.0885511169884315e-06, 'disinvest': 9.076299004310849e-09, 'peel': 1.5920794266451222e-06, 'denude': 1.0562695352517907e-07, 'strip down': 2.4163365930867702e-08, 'despoil': 2.5307379894220106e-07, 'strip': 1.2357716579057504e-05, 'denudate': 1.936631819610852e-09, 'divest': 1.5858794517701129e-06, 'rifle': 6.286958977563284e-06, 'loot': 5.679979923539373e-07, 'ransack': 1.6583407301411242e-07, 'bare': 1.85252374199061e-05}"
7676,verb,"{'title': 0.00011445768472158036, 'style': 5.818773098050742e-05}"
7677,verb,"{'obstruct': 2.928561060925503e-06, 'stymie': 3.1346273246107235e-08, 'embarrass': 1.519557609745115e-06, 'hinder': 6.505223658049524e-06, 'blockade': 4.317454984893669e-06, 'stymy': 3.459944807172522e-10, 'block': 2.7531154306338514e-05}"
7678,verb,"{'substitute': 1.966697430652186e-05, 'stand in': 7.667974141106267e-06, 'sub': 3.087475280256108e-05, 'fill in': 1.4009483909359062e-06}"
7679,verb,"{'fill in': 1.4009483909359062e-06, 'substitute': 1.966697430652186e-05, 'stand in': 7.667974141106267e-06, 'sub': 3.087475280256108e-05, 'subbing': 1.7240943094871936e-08}"
7680,verb,"{'subcontract': 5.676475564348517e-07, 'farm out': 6.105301799080792e-08, 'job': 5.0949069723796604e-05}"
7681,verb,"{'subjoining': 1.1056556081468184e-07, 'subjoin': 1.2292056002889668e-06}"
7682,verb,"{'sublease': 1.6552331745710642e-07, 'sublet': 2.7342541452697665e-07}"
7683,verb,"{'lactate': 7.459852634254628e-07, 'fellate': 1.8625427624186047e-09, 'give suck': 4.146857309434568e-08, 'go down on': 1.1568093873549192e-07, 'blow': 2.252595307341141e-05, 'draw': 4.4779076683703556e-05, 'imbibe': 6.93225851020471e-07, 'wet-nurse': 6.667540945823136e-08, 'suck': 1.714431193259117e-06, 'take up': 1.2185019760719038e-05, 'suck in': 1.01453779515915e-07, 'breastfeed': 4.907619832065815e-08, 'suckle': 3.049470191340639e-07, 'soak up': 9.229479664774197e-08, 'absorb': 5.678034120352033e-06, 'take in': 4.4652788078594735e-06, 'suck up': 8.099007581564991e-08, 'sop up': 8.853063139894574e-09, 'nurse': 1.3883385512130955e-05}"
7684,verb,"{'sunburn': 2.0380818476870432e-07, 'burn': 1.279519849053331e-05}"
7685,verb,"{'manage': 1.3151922595324172e-05, 'supervising': 2.160849420750282e-06, 'oversee': 8.152029769366665e-07, 'supervise': 2.7994478874751457e-06, 'superintend': 2.236276325114729e-06, 'monitor': 5.616141816108262e-06}"
7686,verb,"{'supping': 1.5897052406553043e-07, 'sup': 4.991088522819916e-06}"
7687,verb,"{'supplant': 1.0343029402231786e-06, 'supplanting': 3.477527553947403e-07, 'supersede': 2.6020953336883366e-06, 'supercede': 1.0599708026753658e-07, 'supervene upon': 1.574429319760936e-08, 'replace': 1.2187471778591052e-05}"
7688,verb,"{'add on': 1.3534678570384816e-07, 'append': 7.841096746953127e-07, 'affix': 1.2739606871071128e-06, 'supplement': 1.0389826470477354e-05}"
7689,verb,"{'tide': 1.7738270940041228e-05, 'surge': 2.407314632772918e-06, 'zoom': 3.7230455322911814e-07, 'soar upwards': 7.280130273448198e-09, 'billow': 4.127238083073884e-07, 'soar': 1.3698121306092485e-06, 'scend': 4.066086773675082e-08, 'heave': 1.3031070041932805e-06, 'soar up': 2.2581851462382185e-08}"
7690,verb,"{'suspect': 1.2701836534908968e-05, 'surmise': 1.3765521876999738e-06}"
7691,verb,"{'surprise': 2.4302175827346422e-05, 'storm': 2.3579754694166697e-05}"
7692,verb,"{'give up': 9.894305718248548e-06, 'cede': 8.650350908678584e-07, 'deliver': 2.6406447587343e-05, 'surrender': 1.6798108465497273e-05}"
7693,verb,"{'swamp': 4.120452345909218e-06, 'drench': 2.888393617764047e-07, 'inundate': 1.8136733332375103e-07, 'flood': 1.8642711317794375e-05, 'deluge': 2.2402042781648007e-06}"
7694,verb,"{'aver': 1.918417016253719e-06, 'affirm': 7.389409869243864e-06, 'tramp': 1.643695890844086e-06, 'wander': 4.438871066980097e-06, 'verify': 4.236009982630146e-06, 'assert': 1.3366318297324326e-05, 'roam': 1.7875978798653476e-06, 'ramble': 8.40649095907133e-07, 'rove': 9.506419759053796e-07, 'range': 8.695245420484128e-05, 'drift': 9.10567849989183e-06, 'swan': 1.3493155361669624e-06, 'cast': 5.413764717299542e-05, 'avow': 1.6823518507256142e-06, 'vagabond': 8.033253577267968e-07, 'roll': 2.4851610665738523e-05, 'stray': 3.2075977224707597e-06, 'swear': 9.050890952261935e-06}"
7695,verb,"{'trade': 0.00014264998724786493, 'swap': 7.397902883783937e-07, 'swop': 2.7577568240478138e-08, 'switch': 1.1090012027985284e-05}"
7696,verb,"{'slue': 8.903572075591546e-08, 'sheer': 4.89817417043605e-06, 'cut': 0.00010518605121704877, 'curve': 2.7083076354779116e-05, 'veer': 2.5624169440895844e-07, 'trend': 1.4320769716900618e-05, 'swerving': 1.8361017825705727e-07, 'slew': 3.1005034375529913e-06, 'swerve': 5.360629866838959e-07}"
7697,verb,"{'gulp': 3.768575456227643e-07, 'quaff': 2.043103787081248e-07, 'slog': 4.741386474374896e-08, 'swig': 1.334325397392602e-07, 'slug': 6.898514111614282e-07}"
7698,verb,"{'swill down': 1.6517397142104604e-09, 'slop': 4.816075310066246e-07, 'swill': 1.8315849503820693e-07}"
7699,verb,"{'swill down': 1.6517397142104604e-09, 'slop': 4.816075310066246e-07, 'swilling': 5.286965324689079e-08, 'swill': 1.8315849503820693e-07}"
7700,verb,"{'drown': 1.8097022152820585e-06, 'float': 6.115781020887635e-06, 'swim': 4.166961264538015e-06}"
7701,verb,"{'tabularize': 5.445421523537242e-10, 'put over': 5.162308670232247e-07, 'postpone': 3.882371335258576e-06, 'shelve': 1.0776236021767043e-07, 'hold over': 3.7373027957129885e-07, 'set back': 4.105959015616503e-07, 'remit': 2.7296755557852303e-06, 'tabularise': 1.2870289955075136e-10, 'defer': 2.8981716688409027e-06, 'prorogue': 1.956591356736378e-07, 'table': 0.0001112194269346801, 'tabulate': 3.154535000282333e-07, 'put off': 2.7683078108958153e-06}"
7702,verb,"{'interchange': 4.0323215196686674e-06, 'tack': 2.151401041441327e-06, 'put together': 3.4247880904337317e-06, 'hang on': 7.612986638771538e-07, 'piece': 6.624841613695848e-05, 'wear round': 2.9097719743095874e-08, 'switch': 1.1090012027985284e-05, 'alternate': 1.0123575182673515e-05, 'flip': 1.1527957260555738e-06, 'tack together': 5.627965106864183e-09, 'set up': 2.765888714494194e-05, 'assemble': 5.580295221615675e-06, 'flip-flop': 1.692910807685969e-07, 'baste': 2.2245690783703557e-07, 'tag on': 8.123958423882435e-08, 'append': 7.841096746953127e-07, 'tack on': 5.8483864313205426e-08}"
7703,verb,"{'taps': 1.27341367480384e-06, 'wiretap': 9.404410057276264e-08, 'tip': 1.281010485042446e-05, 'intercept': 2.343661477928463e-06, 'tapdance': 7.678314131281012e-10, 'knock': 4.742564925058481e-06, 'bug': 1.6436632870384474e-06, 'beg': 2.0382753423094565e-05, 'exploit': 3.550487393888774e-06, 'pink': 9.21779725484052e-06, 'solicit': 3.611443483626836e-06, 'tap': 4.910210433995295e-06, 'rap': 1.028501792574191e-06}"
7704,verb,"{'target': 1.5581500118743272e-05, 'direct': 0.00010880963201659777, 'aim': 2.2964257794531797e-05, 'place': 0.00045174336495360255, 'point': 0.0002967315196977547}"
7705,verb,"{'tarmac': 1.3209686847297848e-07, 'macadamize': 4.212489358279319e-08, 'macadamise': 2.07178395606516e-09}"
7706,verb,"{'tax': 0.00012238682767905655, 'task': 4.476998437851198e-05}"
7707,verb,"{'taste': 4.407016877908009e-05, 'try': 5.2535098226160086e-05, 'try out': 3.979643492252111e-07, 'savor': 5.496930749101913e-07, 'sample': 3.80777381699795e-05, 'savour': 1.3777660700565692e-06, 'smack': 7.610802871596558e-07}"
7708,verb,"{'tantalize': 6.953469813087196e-08, 'bug': 1.6436632870384474e-06, 'rally': 3.1213904329872723e-06, 'razz': 9.516425469292616e-09, 'ride': 1.4658642042542686e-05, 'twit': 8.647736124361478e-08, 'badger': 4.509855394765185e-07, 'beleaguer': 2.1490743493927955e-08, 'rag': 1.9874300802639893e-06, 'pester': 1.2347992632621458e-07, 'card': 1.9633514028955133e-05, 'taunt': 6.610302698740449e-07, 'tease apart': 6.929247461970141e-09, 'tease': 7.482806919545921e-07, 'cod': 2.9168014403567566e-06, 'tantalise': 1.3107773983274487e-08, 'fluff': 1.8507762965421933e-07, 'loosen': 1.2495153746223366e-06, 'bait': 3.6568812014986e-06}"
7709,verb,"{'tee up': 2.579600545706746e-09, 'tee': 1.9675328249343378e-06}"
7710,verb,"{'teeter': 5.2471352536456565e-08, 'seesaw': 8.710990111465915e-08, 'totter': 2.9728782496258664e-07}"
7711,verb,"{'teetertotter': 9.778879012984303e-10, 'seesaw': 8.710990111465915e-08, 'teeter-totter': 9.165106149078358e-09}"
7712,verb,"{'teethe': 1.0078206407635763e-08, 'teething': 2.7909997854157723e-07}"
7713,verb,"{'screen': 1.6303166106556945e-05, 'try': 5.2535098226160086e-05, 'try out': 3.979643492252111e-07, 'test': 8.889241419639951e-05, 'essay': 1.128515693275584e-05, 'prove': 7.278042410264306e-05, 'quiz': 5.672048769691604e-07, 'examine': 3.355896880285713e-05, 'testing': 2.5147646475296088e-05}"
7714,verb,"{'thank': 2.15372121029952e-05, 'give thanks': 7.973660741515981e-07, 'thanks': 2.387218053922584e-05}"
7715,verb,"{'melt': 5.522160990939647e-06, 'dissolve': 6.3023926313601415e-06, 'unfreeze': 1.603977850911448e-08, 'dethaw': 2.0416550964357956e-11, 'thaw': 1.0615648906173786e-06, 'unthaw': 5.868538512670986e-10}"
7716,verb,"{'dissolve': 6.3023926313601415e-06, 'melt': 5.522160990939647e-06, 'thawing': 7.733996139745438e-07, 'unfreeze': 1.603977850911448e-08, 'dethaw': 2.0416550964357956e-11, 'thaw': 1.0615648906173786e-06, 'unthaw': 5.868538512670986e-10}"
7717,verb,"{'thrill': 2.5397049861280774e-06, 'pulsate': 1.0897586861007706e-07, 'throb': 7.790881049764996e-07, 'shiver': 1.0647771519897552e-06, 'shudder': 1.916222876541743e-06, 'pulse': 1.541283632352007e-05}"
7718,verb,"{'enthrone': 6.947068009813084e-08, 'throne': 2.6769208199079542e-05}"
7719,verb,"{'limit': 4.064354543157658e-05, 'restrict': 5.473756768460626e-06, 'confine': 8.450272584047345e-06, 'restrain': 8.233706787135523e-06, 'strangulate': 1.2934351131495479e-08, 'throttle': 1.423275043695604e-06, 'trammel': 1.2763772391072754e-07, 'choke': 1.4838266431791956e-06, 'strangle': 5.424699313485138e-07, 'bound': 7.026058754164017e-05}"
7720,verb,"{'throttling': 2.8999038230167415e-07, 'limit': 4.064354543157658e-05, 'restrict': 5.473756768460626e-06, 'confine': 8.450272584047345e-06, 'restrain': 8.233706787135523e-06, 'throttle': 1.423275043695604e-06, 'strangulate': 1.2934351131495479e-08, 'trammel': 1.2763772391072754e-07, 'choke': 1.4838266431791956e-06, 'strangle': 5.424699313485138e-07, 'bound': 7.026058754164017e-05}"
7721,verb,"{'thrill': 2.5397049861280774e-06, 'vibrate': 1.0463851159067034e-06, 'vellicate': 2.5154953736774553e-09, 'titillate': 2.9264801567844787e-08, 'tickle': 4.2519705647009427e-07}"
7722,verb,"{'beat': 1.7926795554436277e-05, 'ticktack': 2.053528066487899e-09, 'tick': 1.5910152210047628e-06, 'ticktock': 3.460274577591047e-09}"
7723,verb,"{'tide': 1.7738270940041228e-05, 'surge': 2.407314632772918e-06}"
7724,verb,"{'tidings': 4.375153000792537e-06, 'tide': 1.7738270940041228e-05, 'surge': 2.407314632772918e-06}"
7725,verb,"{'link': 1.4484676089712895e-05, 'bind': 1.0792639631481472e-05, 'attach': 8.460651921776335e-06, 'wed': 1.5874430029863072e-06, 'tie': 1.3548498634808114e-05, 'marry': 1.5350642722072064e-05, 'bond': 4.465071913926857e-05, 'connect': 9.110487386126049e-06, 'splice': 5.660031155219408e-07, 'link up': 2.0635023618647642e-07, 'draw': 4.4779076683703556e-05}"
7726,verb,"{'tingle': 3.6406683976225726e-07, 'prickle': 1.2554672763905067e-07}"
7727,verb,"{'potter': 1.1415678173605477e-06, 'putter': 1.14955978146654e-07, 'muck about': 5.740643004894749e-09, 'fiddle': 1.1906541742819253e-06, 'monkey': 3.3171667237937e-06, 'mess around': 3.1553742685705566e-08, 'monkey around': 3.984628853912111e-09, 'muck around': 3.3853590891850226e-09, 'tinker': 4.1265085714770107e-07}"
7728,verb,"{'can': 0.0013258744124398723, 'tinning': 2.1917212203965516e-07, 'put up': 8.025568779706219e-06, 'tin': 1.6568134176503958e-05}"
7729,verb,"{'tinct': 3.521085223891225e-07, 'touch': 3.2872117680852726e-05, 'tint': 4.030891578429272e-06, 'tinge': 2.516396609124971e-06}"
7730,verb,"{'touch': 3.2872117680852726e-05, 'tinting': 1.9550535007279907e-07, 'tint': 4.030891578429272e-06, 'tinge': 2.516396609124971e-06, 'tinct': 3.521085223891225e-07}"
7731,verb,"{'tope': 1.2154726970794198e-07, 'drink': 2.785749597126191e-05}"
7732,verb,"{'dun': 8.314261993593372e-07, 'rack': 5.078344216093428e-06, 'excruciate': 8.663236078296067e-09, 'rag': 1.9874300802639893e-06, 'bedevil': 3.6918056685729715e-08, 'torment': 2.992099169232734e-06, 'torture': 5.842465369099467e-06, 'crucify': 4.097493605250537e-07, 'frustrate': 1.253046973031296e-06}"
7733,verb,"{'rack': 5.078344216093428e-06, 'excruciate': 8.663236078296067e-09, 'torment': 2.992099169232734e-06, 'torture': 5.842465369099467e-06}"
7734,verb,"{'give chase': 5.194095102754049e-08, 'cover': 5.7807276821931016e-05, 'cross': 6.840243600709863e-05, 'go after': 6.625814832984616e-07, 'tail': 2.3593264876545674e-05, 'track': 2.9356939817237567e-05, 'get over': 1.4973416265920765e-06, 'trail': 7.350324652518397e-06, 'tag': 2.6446837261760968e-06, 'dog': 2.7801966561092777e-05, 'traverse': 4.259470471352374e-06, 'cut across': 7.302911066883394e-07, 'get across': 2.399246025267998e-07, 'pass over': 3.7024448580232716e-06, 'chase after': 1.1922543988097418e-07, 'cut through': 1.8618001140323167e-06, 'chase': 6.571118682122922e-06}"
7735,verb,"{'pass across': 1.2507037024117523e-07, 'transit': 1.0439797069113919e-05, 'move through': 4.619651456639071e-07, 'pass over': 3.7024448580232716e-06, 'pass through': 8.588205564607269e-06}"
